cell_area,cell_perimeter,compactness,aspect_ratio,bbox_width,bbox_height,solidity,extent,lbp_mean,lbp_std,lbp_entropy,glcm_contrast,glcm_dissimilarity,glcm_homogeneity,glcm_energy,glcm_correlation,red_mean,red_std,green_mean,green_std,blue_mean,blue_std,hue_mean,hue_std,saturation_mean,saturation_std,value_mean,value_std,nucleus_area,nucleus_perimeter,nucleus_cytoplasm_ratio,nucleus_irregularity,class,filename
7393.5,793.5950133800507,0.14752379664443596,1.0901639344262295,133,122,0.6758226691042047,0.4556575865894244,0.038461538461538464,0.08652436502033257,3.3732488684115842,113.01914544454064,5.8777420523590855,0.25762774363784535,0.04364003097686804,0.9363581845756072,210.38283242984693,35.72667953807948,158.02208227040816,37.88451291510372,197.12848772321428,38.036774444388676,148.29011878188774,22.35858770438079,80.47652264030613,34.4590612781417,224.4872448979592,23.669966956313736,7393.5,793.5950133800507,0.17281598784549757,0.14752379664443596,Normal,Normal_0001.png
2411.0,282.39191579818726,0.37992909654370954,1.278688524590164,78,61,0.8163196207888945,0.5067255149222363,0.038461538461538464,0.10112449894897517,2.9815436581802914,23.716091139213482,2.4612352701267852,0.4476849736751951,0.09559400647092672,0.9497641749501895,181.95316485969389,8.15795409105588,165.84476642219389,23.160972385759703,177.8252949617347,14.771104145947282,139.3444674744898,33.59508991874876,25.760263871173468,31.78756992417317,184.26329320790816,7.166841197607245,2411.0,282.39191579818726,0.050476290170627026,0.37992909654370954,Normal,Normal_0015.png
2621.5,426.031525015831,0.18149984253562182,0.6276595744680851,59,94,0.6807322773305635,0.47268301478543095,0.038461538461538464,0.10899605114397917,2.6648946463845897,40.863242015546255,2.5355468992187804,0.5037709827178203,0.1602011907583053,0.9533456231369666,207.3788066007653,30.512974192099616,216.09815449617346,17.427267536844333,245.0126355229592,15.944659999484836,114.53687021683673,5.698236722691038,40.99591438137755,24.32919237154931,245.01267538265307,15.944608720280277,2621.5,426.031525015831,0.05512622359608449,0.18149984253562182,Normal,Normal_0029.png
3776.0,894.6559773683548,0.059282937344878085,1.4342105263157894,109,76,0.7469831849653809,0.4558184451955577,0.038461538461538464,0.1044236996014735,2.8357777342936386,341.3953795134357,9.810363296508312,0.24767378063487108,0.034602371900967765,0.8519449407499831,138.1004862882653,38.35657061897906,113.27993463010205,40.97231199153828,135.6384725765306,40.66373739186587,85.27092633928571,56.688739113566704,49.00835060586735,62.63284375350771,141.0245137117347,40.81332718052737,3776.0,894.6559773683548,0.08137931034482758,0.059282937344878085,Normal,synthetic_Normal_15.png
17592.0,742.8183217048645,0.4006451281863434,0.45535714285714285,102,224,0.8755070047527808,0.7699579831932774,0.038461538461538464,0.08328180467420578,3.36866571050833,383.6256958061217,11.920458200292718,0.12843098317496926,0.01687600325822855,0.9060224683941736,130.63313137755102,44.69341794926678,106.43676259566327,55.465979441392165,122.84753667091837,52.75612248198114,109.89995216836735,49.12923118492383,102.95928332270408,57.65559095079686,143.04910714285714,42.98914219265673,17592.0,742.8183217048645,0.5398968819052296,0.4006451281863434,Normal,synthetic_Normal_29.png
4696.0,479.44573867321014,0.25671959937177835,0.6785714285714286,76,112,0.8352899324083956,0.5516917293233082,0.038461538461538464,0.07814461797299009,3.3115842746759196,259.70334478558874,6.873569274481925,0.5854295934837095,0.5179945511641928,0.9535154476604641,222.68010602678572,55.81726196023487,221.3778698979592,57.34928839870347,218.5051817602041,53.85838781242856,33.99551578443877,52.18887554535933,35.25575972576531,49.939626902980066,235.0927136479592,39.82408420640029,4696.0,479.44573867321014,0.10325417766051011,0.25671959937177835,Normal,Normal_0161.png
31087.0,1085.9797902107239,0.33124184178454213,1.265536723163842,224,177,0.904217568353694,0.7840748587570622,0.038461538461538464,0.07693411795177363,3.6095499440874,83.19590537618828,6.095962145049329,0.20676355099621319,0.026194136692583813,0.9785630047123685,121.53302375637755,46.18485640779406,138.12888632015307,46.116118425022634,169.7051379145408,32.24070007706063,107.92536272321429,8.187849885661576,78.83209103954081,40.55512740354143,169.84568319515307,32.36932130389062,31087.0,1085.9797902107239,1.6285295196186285,0.33124184178454213,Normal,Normal_0149.png
2028.5,256.4924211502075,0.3874679650722501,1.7391304347826086,80,46,0.819264943457189,0.5512228260869565,0.038461538461538464,0.09397385661094562,3.1587095847648827,56.92983571904614,3.638838137051259,0.4041199381754246,0.07519191593593927,0.9131090767714396,196.21020009566325,26.569498635176203,210.2089245854592,15.46506336426408,239.49437978316325,14.475997253190785,111.4155572385204,5.249336039806292,47.143235809948976,20.0597300265661,239.4944395727041,14.47588988928661,2028.5,256.4924211502075,0.042130951762812195,0.3874679650722501,Normal,Normal_0148.png
23581.5,2762.882582306862,0.038820080682434525,1.051643192488263,224,213,0.629595514617541,0.4942467303822938,0.038461538461538464,0.08217150903988989,3.4991049399935217,125.25534702632143,7.386755804761619,0.17106554637187293,0.022486061911790894,0.9054695389021225,119.27816087372449,31.733382855690458,111.31672512755102,30.723243672750613,136.7326211734694,27.79825393488644,127.81499123086735,25.809474564041896,76.16587611607143,32.366764898077676,144.4924465880102,24.089288666727512,23581.5,2762.882582306862,0.8867058978360187,0.038820080682434525,Normal,Normal_0160.png
1685.5,599.5950133800507,0.05891455426421629,1.2444444444444445,168,135,0.4057046576001926,0.07431657848324515,0.038461538461538464,0.08068487721580661,3.5053781920849048,601.200361029659,15.88868277345986,0.08711392915520699,0.014223203700509578,0.8237704139424344,169.93006616709184,51.46544545553172,112.60881696428571,39.559683364492386,154.02953603316325,44.747823970241555,152.81120455994898,24.929532598895992,99.05552455357143,32.12797501107432,175.7998046875,49.11599799180493,1685.5,599.5950133800507,0.0347593858590858,0.05891455426421629,Normal,synthetic_Normal_28.png
